FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
20230614;5819;21804;SIERRA;ANCASH;SANTA;MACATE;3309;274;3035;0.43;42.8;18.34;61.15;2017
20230614;5820;21805;SIERRA;ANCASH;SANTA;MORO;7508;3281;4227;0.77;922.13;395.2;1317.32;2017
20230614;5821;21806;COSTA;ANCASH;SANTA;NEPEÑA;15871;14376;1495;0.53;2781.04;1191.87;3972.91;2017
20230614;5822;21807;COSTA;ANCASH;SANTA;SAMANCO;4653;3084;1569;0.32;359.09;153.89;512.98;2017
20230614;5823;21808;COSTA;ANCASH;SANTA;SANTA;20938;18316;2622;0.61;4078.06;1747.74;5825.8;2017
20230614;5824;21809;COSTA;ANCASH;SANTA;NUEVO CHIMBOTE;156444;155184;1260;0.5;28321.08;12137.61;40458.69;2017
20230614;5825;21901;SIERRA;ANCASH;SIHUAS;SIHUAS;5722;4145;1577;0.61;922.88;395.52;1318.41;2017
20230614;5826;21902;SIERRA;ANCASH;SIHUAS;ACOBAMBA;2223;292;1931;0.43;45.62;19.55;65.17;2017
20230614;5827;21903;SIERRA;ANCASH;SIHUAS;ALFONSO UGARTE;758;224;534;0.43;34.99;15;49.99;2017
20230614;5828;21904;SIERRA;ANCASH;SIHUAS;CASHAPAMPA;2819;147;2672;0.43;22.96;9.84;32.81;2017
20230614;5829;21905;SIERRA;ANCASH;SIHUAS;CHINGALPO;1029;483;546;0.43;75.45;32.34;107.79;2017
20230614;5830;21906;SIERRA;ANCASH;SIHUAS;HUAYLLABAMBA;3963;1089;2874;0.43;170.12;72.91;243.03;2017
20230614;5831;21907;SIERRA;ANCASH;SIHUAS;QUICHES;2944;665;2279;0.43;103.89;44.52;148.41;2017
20230614;5832;21908;SIERRA;ANCASH;SIHUAS;RAGASH;2600;379;2221;0.43;59.21;25.37;84.58;2017
20230614;5833;21909;SIERRA;ANCASH;SIHUAS;SAN JUAN;6536;239;6297;0.43;37.34;16;53.34;2017
20230614;5834;21910;SIERRA;ANCASH;SIHUAS;SICSIBAMBA;1799;286;1513;0.43;44.68;19.15;63.83;2017
20230614;5835;22001;SIERRA;ANCASH;YUNGAY;YUNGAY;22214;9350;12864;0.63;2150.03;921.44;3071.48;2017
20230614;5836;22002;SIERRA;ANCASH;YUNGAY;CASCAPARA;2321;178;2143;0.43;27.81;11.92;39.72;2017
20230614;5837;22003;SIERRA;ANCASH;YUNGAY;MANCOS;6920;2103;4817;0.57;437.53;187.51;625.04;2017
20230614;5838;22004;SIERRA;ANCASH;YUNGAY;MATACOTO;1658;244;1414;0.43;38.12;16.34;54.45;2017
20230614;5839;22005;SIERRA;ANCASH;YUNGAY;QUILLO;14065;694;13371;0.43;108.42;46.46;154.88;2017
20230614;5840;22006;SIERRA;ANCASH;YUNGAY;RANRAHIRCA;2677;890;1787;0.43;139.04;59.59;198.62;2017
20230614;5841;22007;SIERRA;ANCASH;YUNGAY;SHUPLUY;2400;182;2218;0.43;28.43;12.19;40.62;2017
20230614;5842;22008;SIERRA;ANCASH;YUNGAY;YANAMA;6952;554;6398;0.43;86.55;37.09;123.64;2017
20230614;5843;30101;SIERRA;APURIMAC;ABANCAY;ABANCAY;56652;50724;5928;0.61;11275.18;4832.22;16107.41;2017
20230614;5844;30102;SIERRA;APURIMAC;ABANCAY;CHACOCHE;1221;882;339;0.41;133.54;57.23;190.77;2017
20230614;5845;30103;SIERRA;APURIMAC;ABANCAY;CIRCA;2505;342;2163;0.43;53.43;22.9;76.32;2017
20230614;5846;30104;SIERRA;APURIMAC;ABANCAY;CURAHUASI;18351;4870;13481;0.42;746.57;319.96;1066.53;2017
20230614;5847;30105;SIERRA;APURIMAC;ABANCAY;HUANIPACA;4752;958;3794;0.43;149.66;64.14;213.8;2017
20230614;5848;30106;SIERRA;APURIMAC;ABANCAY;LAMBRAMA;5555;1695;3860;0.41;253.66;108.71;362.37;2017
20230614;5849;30107;SIERRA;APURIMAC;ABANCAY;PICHIRHUA;4012;475;3537;0.43;74.2;31.8;106.01;2017
20230614;5850;30108;SIERRA;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;3849;878;2971;0.43;137.16;58.78;195.94;2017
20230614;5851;30109;SIERRA;APURIMAC;ABANCAY;TAMBURCO;9856;7504;2352;0.53;1451.65;622.14;2073.78;2017
20230614;5852;30201;SIERRA;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS  ;46580;36798;9782;0.62;8273.66;3545.86;11819.52;2017
20230614;5853;30202;SIERRA;APURIMAC;ANDAHUAYLAS;ANDARAPA;6311;565;5746;0.43;88.26;37.83;126.09;2017
20230614;5854;30203;SIERRA;APURIMAC;ANDAHUAYLAS;CHIARA;1318;793;525;0.43;123.88;53.09;176.97;2017
20230614;5855;30204;SIERRA;APURIMAC;ANDAHUAYLAS;HUANCARAMA;7379;3342;4037;0.52;634.31;271.85;906.16;2017
20230614;5856;30205;SIERRA;APURIMAC;ANDAHUAYLAS;HUANCARAY;4599;429;4170;0.43;67.02;28.72;95.74;2017
20230614;5857;30206;SIERRA;APURIMAC;ANDAHUAYLAS;HUAYANA;1056;593;463;0.43;92.64;39.7;132.34;2017
20230614;5858;30207;SIERRA;APURIMAC;ANDAHUAYLAS;KISHUARA;9320;1584;7736;0.43;247.45;106.05;353.5;2017
20230614;5859;30208;SIERRA;APURIMAC;ANDAHUAYLAS;PACOBAMBA;4658;351;4307;0.43;54.83;23.5;78.33;2017
20230614;5860;30209;SIERRA;APURIMAC;ANDAHUAYLAS;PACUCHA;9795;1137;8658;0.43;177.62;76.12;253.75;2017
20230614;5861;30210;SIERRA;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;2809;783;2026;0.43;122.32;52.42;174.74;2017
20230614;5862;30211;SIERRA;APURIMAC;ANDAHUAYLAS;POMACOCHA;1044;743;301;0.43;116.07;49.74;165.82;2017
20230614;5863;30212;SIERRA;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;3171;1324;1847;0.43;206.84;88.64;295.48;2017
20230614;5864;30213;SIERRA;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;28905;13128;15777;0.55;2635.45;1129.48;3764.92;2017
20230614;5865;30214;SIERRA;APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA;2072;777;1295;0.43;121.38;52.02;173.4;2017
20230614;5866;30215;SIERRA;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;9826;4777;5049;0.37;645.13;276.49;921.62;2017
20230614;5867;30216;SIERRA;APURIMAC;ANDAHUAYLAS;TALAVERA;18407;9484;8923;0.4;1384.66;593.43;1978.09;2017
20230614;5868;30217;SIERRA;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;2439;831;1608;0.43;129.82;55.64;185.46;2017
20230614;5869;30218;SIERRA;APURIMAC;ANDAHUAYLAS;TURPO;4136;1284;2852;0.43;200.59;85.97;286.55;2017
20230614;5870;30219;SIERRA;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;2994;1650;1344;0.86;514.92;220.68;735.61;2017
20230614;5871;30220;SIERRA;APURIMAC;ANDAHUAYLAS;JOSÉ MARÍA ARGUEDAS  ;3906;0;3906;0.48;0;0;0;2017
20230614;5872;30301;SIERRA;APURIMAC;ANTABAMBA;ANTABAMBA;3173;2018;1155;0.29;213.61;91.55;305.15;2017
20230614;5873;30302;SIERRA;APURIMAC;ANTABAMBA;EL ORO;546;362;184;0.43;56.55;24.24;80.79;2017
20230614;5874;30303;SIERRA;APURIMAC;ANTABAMBA;HUAQUIRCA;1562;1220;342;0.43;190.59;81.68;272.27;2017
20230614;5875;30304;SIERRA;APURIMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO;2036;1735;301;0.27;170.98;73.28;244.26;2017
20230614;5876;30305;SIERRA;APURIMAC;ANTABAMBA;OROPESA;3115;1772;1343;0.43;276.82;118.64;395.46;2017
20230614;5877;30306;SIERRA;APURIMAC;ANTABAMBA;PACHACONAS;1286;1016;270;0.43;158.72;68.02;226.74;2017
20230614;5878;30307;SIERRA;APURIMAC;ANTABAMBA;SABAINO;1651;1223;428;0.43;191.06;81.88;272.94;2017
20230614;5879;30401;SIERRA;APURIMAC;AYMARAES;CHALHUANCA;5078;4057;1021;0.42;616.01;264.01;880.02;2017
20230614;5880;30402;SIERRA;APURIMAC;AYMARAES;CAPAYA;1009;383;626;0.43;59.83;25.64;85.47;2017
20230614;5881;30403;SIERRA;APURIMAC;AYMARAES;CARAYBAMBA;1491;1381;110;0.43;215.74;92.46;308.2;2017
20230614;5882;30404;SIERRA;APURIMAC;AYMARAES;CHAPIMARCA;2131;1114;1017;0.74;300.89;128.95;429.84;2017
20230614;5883;30405;SIERRA;APURIMAC;AYMARAES;COLCABAMBA;955;647;308;0.43;101.07;43.32;144.39;2017
20230614;5884;30406;SIERRA;APURIMAC;AYMARAES;COTARUSE;5423;1075;4348;0.43;167.94;71.97;239.91;2017
20230614;5885;30407;SIERRA;APURIMAC;AYMARAES;IHUAYLLO;736;207;529;0.43;32.34;13.86;46.2;2017
20230614;5886;30408;SIERRA;APURIMAC;AYMARAES;JUSTO APU SAHUARAURA;1335;491;844;0.43;76.7;32.87;109.58;2017
20230614;5887;30409;SIERRA;APURIMAC;AYMARAES;LUCRE;2133;497;1636;0.43;77.64;33.27;110.92;2017
20230614;5888;30410;SIERRA;APURIMAC;AYMARAES;POCOHUANCA;1150;602;548;0.43;94.04;40.3;134.35;2017
20230614;5889;30411;SIERRA;APURIMAC;AYMARAES;SAN JUAN DE CHACÑA;830;543;287;0.43;84.83;36.35;121.18;2017
20230614;5890;30412;SIERRA;APURIMAC;AYMARAES;SAÑAYCA;1449;614;835;0.43;95.92;41.11;137.03;2017
20230614;5891;30413;SIERRA;APURIMAC;AYMARAES;SORAYA;821;157;664;0.43;24.53;10.51;35.04;2017
20230614;5892;30414;SIERRA;APURIMAC;AYMARAES;TAPAIRIHUA;2243;293;1950;0.43;45.77;19.62;65.39;2017
20230614;5893;30415;SIERRA;APURIMAC;AYMARAES;TINTAY;3201;777;2424;0.43;121.38;52.02;173.4;2017
20230614;5894;30416;SIERRA;APURIMAC;AYMARAES;TORAYA;1997;650;1347;0.43;101.54;43.52;145.06;2017
20230614;5895;30417;SIERRA;APURIMAC;AYMARAES;YANACA;1164;639;525;0.43;99.82;42.78;142.61;2017
20230614;5896;30501;SIERRA;APURIMAC;COTABAMBAS;TAMBOBAMBA;11747;3629;8118;0.47;622.55;266.81;889.36;2017
20230614;5897;30502;SIERRA;APURIMAC;COTABAMBAS;COTABAMBAS;4258;1428;2830;0.43;223.08;95.61;318.69;2017
20230614;5898;30503;SIERRA;APURIMAC;COTABAMBAS;COYLLURQUI;8596;1176;7420;0.43;183.71;78.73;262.45;2017
20230614;5899;30504;SIERRA;APURIMAC;COTABAMBAS;HAQUIRA;11862;4392;7470;0.43;686.12;294.05;980.17;2017
20230614;5900;30505;SIERRA;APURIMAC;COTABAMBAS;MARA;6692;1197;5495;0.43;187;80.14;267.14;2017
20230614;5901;30506;SIERRA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;9959;2268;7691;0.25;206.96;88.7;295.65;2017
20230614;5902;30601;SIERRA;APURIMAC;CHINCHEROS;CHINCHEROS;6971;2594;4377;0.42;397.66;170.43;568.09;2017
20230614;5903;30602;SIERRA;APURIMAC;CHINCHEROS;ANCO-HUALLO;12578;8747;3831;0.42;1334.53;571.94;1906.47;2017
20230614;5904;30603;SIERRA;APURIMAC;CHINCHEROS;COCHARCAS;2731;641;2090;0.43;100.14;42.92;143.05;2017
20230614;5905;30604;SIERRA;APURIMAC;CHINCHEROS;HUACCANA;9107;2869;6238;0.51;534.06;228.88;762.95;2017
20230614;5906;30605;SIERRA;APURIMAC;CHINCHEROS;OCOBAMBA;8299;811;7488;0.43;126.69;54.3;180.99;2017
20230614;5907;30606;SIERRA;APURIMAC;CHINCHEROS;ONGOY     ;3797;267;3530;0.43;41.71;17.88;59.59;2017
20230614;5908;30607;SIERRA;APURIMAC;CHINCHEROS;URANMARCA;3734;1231;2503;0.43;192.31;82.42;274.72;2017
20230614;5909;30608;SIERRA;APURIMAC;CHINCHEROS;RANRACANCHA;5356;1251;4105;0.43;195.43;83.76;279.19;2017
20230614;5910;30609;SIERRA;APURIMAC;CHINCHEROS;ROCCHACC   ;3396;847;2549;0.54;166.94;71.55;238.49;2017
20230614;5911;30610;SIERRA;APURIMAC;CHINCHEROS;EL PORVENIR   ;2006;0;2006;0;0;0;0;2017
20230614;5912;30611;SIERRA;APURIMAC;CHINCHEROS;LOS CHANKAS  ;1271;0;1271;0;0;0;0;2017
20230614;5913;30701;SIERRA;APURIMAC;GRAU;CHUQUIBAMBILLA;5389;2564;2825;0.25;233.97;100.27;334.24;2017
20230614;5914;30702;SIERRA;APURIMAC;GRAU;CURPAHUASI;2311;420;1891;0.43;65.61;28.12;93.73;2017
20230614;5915;30703;SIERRA;APURIMAC;GRAU;GAMARRA;3875;414;3461;0.43;64.68;27.72;92.39;2017
20230614;5916;30704;SIERRA;APURIMAC;GRAU;HUAYLLATI;1648;464;1184;0.43;72.49;31.07;103.55;2017
20230614;5917;30705;SIERRA;APURIMAC;GRAU;MAMARA;969;685;284;0.43;107.01;45.86;152.87;2017
20230614;5918;30706;SIERRA;APURIMAC;GRAU;MICAELA BASTIDAS;1682;720;962;0.43;112.48;48.21;160.68;2017
20230614;5919;30707;SIERRA;APURIMAC;GRAU;PATAYPAMPA;1123;565;558;0.43;88.26;37.83;126.09;2017
20230614;5920;30708;SIERRA;APURIMAC;GRAU;PROGRESO;3329;866;2463;0.43;135.29;57.98;193.27;2017
20230614;5921;30709;SIERRA;APURIMAC;GRAU;SAN ANTONIO;357;311;46;0.43;48.58;20.82;69.41;2017
20230614;5922;30710;SIERRA;APURIMAC;GRAU;SANTA ROSA;697;325;372;0.43;50.77;21.76;72.53;2017
20230614;5923;30711;SIERRA;APURIMAC;GRAU;TURPAY;743;577;166;0.43;90.14;38.63;128.77;2017
20230614;5924;30712;SIERRA;APURIMAC;GRAU;VILCABAMBA;1397;1142;255;0.43;178.4;76.46;254.86;2017
20230614;5925;30713;SIERRA;APURIMAC;GRAU;VIRUNDO;1300;1170;130;0.43;182.78;78.33;261.11;2017
20230614;5926;30714;SIERRA;APURIMAC;GRAU;CURASCO;1618;493;1125;0.43;77.02;33.01;110.02;2017
20230614;5927;40101;SIERRA;AREQUIPA;AREQUIPA;AREQUIPA;51862;51862;0;0.47;8896.93;3812.97;12709.89;2017
20230614;5928;40102;SIERRA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;84308;84308;0;0.45;13847.59;5934.68;19782.27;2017
20230614;5929;40103;SIERRA;AREQUIPA;AREQUIPA;CAYMA;95838;95826;12;0.6;20880.96;8948.98;29829.95;2017
20230614;5930;40104;SIERRA;AREQUIPA;AREQUIPA;CERRO COLORADO ;157131;156351;780;0.51;29104.74;12473.46;41578.2;2017
20230614;5931;40105;SIERRA;AREQUIPA;AREQUIPA;CHARACATO;9993;8851;1142;0.37;1195.33;512.28;1707.61;2017
20230614;5932;40106;SIERRA;AREQUIPA;AREQUIPA;CHIGUATA;2980;2074;906;0.41;310.37;133.02;443.39;2017
20230614;5933;40107;SIERRA;AREQUIPA;AREQUIPA;JACOBO HUNTER;48459;48459;0;0.42;7340.54;3145.95;10486.48;2017
20230614;5934;40108;SIERRA;AREQUIPA;AREQUIPA;LA JOYA;31704;21996;9708;0.56;4495.98;1926.85;6422.83;2017
20230614;5935;40109;SIERRA;AREQUIPA;AREQUIPA;MARIANO MELGAR;52313;52313;0;0.41;7828.64;3355.13;11183.77;2017
20230614;5936;40110;SIERRA;AREQUIPA;AREQUIPA;MIRAFLORES;47724;47724;0;0.44;7664.47;3284.77;10949.25;2017
20230614;5937;40111;SIERRA;AREQUIPA;AREQUIPA;MOLLEBAYA;1958;592;1366;0.43;92.48;39.64;132.12;2017
20230614;5938;40112;SIERRA;AREQUIPA;AREQUIPA;PAUCARPATA;124700;124700;0;0.5;22757.75;9753.32;32511.07;2017
20230614;5939;40113;SIERRA;AREQUIPA;AREQUIPA;POCSI;531;301;230;0.43;47.02;20.15;67.17;2017
20230614;5940;40114;SIERRA;AREQUIPA;AREQUIPA;POLOBAYA;1481;545;936;0.43;85.14;36.49;121.63;2017
20230614;5941;40115;SIERRA;AREQUIPA;AREQUIPA;QUEQUEÑA;1395;1058;337;0.43;165.28;70.83;236.12;2017
20230614;5942;40116;SIERRA;AREQUIPA;AREQUIPA;SABANDIA;4189;4005;184;0.29;423.93;181.68;605.61;2017
20230614;5943;40117;SIERRA;AREQUIPA;AREQUIPA;SACHACA;19844;19844;0;0.53;3846.06;1648.31;5494.38;2017
20230614;5944;40118;COSTA;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;1574;523;1051;0.47;88.96;38.12;127.08;2017
20230614;5945;40119;SIERRA;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;2169;668;1501;0.43;104.35;44.72;149.08;2017
20230614;5946;40120;COSTA;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;1259;80;1179;0.47;13.61;5.83;19.44;2017
20230614;5947;40121;COSTA;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;5791;5217;574;0.24;457.01;195.86;652.87;2017
20230614;5948;40122;SIERRA;AREQUIPA;AREQUIPA;SOCABAYA;82900;82338;562;0.53;15928.29;6826.41;22754.69;2017
20230614;5949;40123;SIERRA;AREQUIPA;AREQUIPA;TIABAYA;14653;14014;639;0.47;2419.45;1036.91;3456.35;2017
20230614;5950;40124;SIERRA;AREQUIPA;AREQUIPA;UCHUMAYO;12811;11226;1585;0.49;1995.48;855.2;2850.68;2017
20230614;5951;40125;COSTA;AREQUIPA;AREQUIPA;VITOR  ;2243;1189;1054;0.47;202.24;86.67;288.91;2017
20230614;5952;40126;SIERRA;AREQUIPA;AREQUIPA;YANAHUARA;25951;25951;0;0.57;5370.69;2301.72;7672.41;2017
20230614;5953;40127;SIERRA;AREQUIPA;AREQUIPA;YARABAMBA;1128;725;403;0.43;113.26;48.54;161.8;2017
20230614;5954;40128;SIERRA;AREQUIPA;AREQUIPA;YURA;28249;26065;2184;0.32;3044.39;1304.74;4349.13;2017
20230614;5955;40129;SIERRA;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;76080;76080;0;0.48;13329.22;5712.52;19041.74;2017
20230614;5956;40201;COSTA;AREQUIPA;CAMANA;CAMANA;14254;14142;112;0.58;2978.38;1276.45;4254.82;2017
20230614;5957;40202;COSTA;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;4150;3825;325;0.57;795.79;341.05;1136.84;2017
20230614;5958;40203;COSTA;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;7645;1098;6547;0.47;186.76;80.04;266.8;2017
20230614;5959;40204;COSTA;AREQUIPA;CAMANA;MARISCAL CACERES;6566;5655;911;0.54;1114.6;477.69;1592.29;2017
20230614;5960;40205;COSTA;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;6318;5586;732;0.41;835.94;358.26;1194.21;2017
20230614;5961;40206;COSTA;AREQUIPA;CAMANA;OCOÑA;4810;3798;1012;0.39;540.65;231.71;772.35;2017
20230614;5962;40207;COSTA;AREQUIPA;CAMANA;QUILCA;623;161;462;0.47;27.38;11.74;39.12;2017
20230614;5963;40208;COSTA;AREQUIPA;CAMANA;SAMUEL PASTOR;15762;14398;1364;0.58;3021.78;1295.05;4316.83;2017
20230614;5964;40301;SIERRA;AREQUIPA;CARAVELI;CARAVELI;3665;3592;73;0.46;603.1;258.47;861.57;2017
20230614;5965;40302;COSTA;AREQUIPA;CARAVELI;ACARI;2978;2618;360;0.48;458.67;196.57;655.25;2017
20230614;5966;40303;COSTA;AREQUIPA;CARAVELI;ATICO;4084;3225;859;0.29;341.37;146.3;487.67;2017
20230614;5967;40304;COSTA;AREQUIPA;CARAVELI;ATIQUIPA;935;166;769;0.47;28.23;12.1;40.34;2017
20230614;5968;40305;COSTA;AREQUIPA;CARAVELI;BELLA UNION;7218;2420;4798;0.46;405.72;173.88;579.6;2017
20230614;5969;40306;SIERRA;AREQUIPA;CARAVELI;CAHUACHO;899;258;641;0.43;40.3;17.27;57.58;2017
20230614;5970;40307;COSTA;AREQUIPA;CARAVELI;CHALA;7109;6537;572;0.47;1111.88;476.52;1588.4;2017
20230614;5971;40308;COSTA;AREQUIPA;CARAVELI;CHAPARRA;5752;2455;3297;0.47;417.57;178.96;596.53;2017
20230614;5972;40309;SIERRA;AREQUIPA;CARAVELI;HUANUHUANU;3432;125;3307;0.43;19.53;8.37;27.9;2017
20230614;5973;40310;SIERRA;AREQUIPA;CARAVELI;JAQUI;1151;958;193;0.43;149.66;64.14;213.8;2017
20230614;5974;40311;COSTA;AREQUIPA;CARAVELI;LOMAS;1341;1201;140;0.47;204.28;87.55;291.83;2017
20230614;5975;40312;SIERRA;AREQUIPA;CARAVELI;QUICACHA;1870;310;1560;0.43;48.43;20.75;69.18;2017
20230614;5976;40313;COSTA;AREQUIPA;CARAVELI;YAUCA;1538;1299;239;0.27;128.02;54.86;182.88;2017
20230614;5977;40401;COSTA;AREQUIPA;CASTILLA;APLAO;8761;4798;3963;0.29;507.87;217.66;725.53;2017
20230614;5978;40402;SIERRA;AREQUIPA;CASTILLA;ANDAGUA;1104;724;380;0.43;113.1;48.47;161.58;2017
20230614;5979;40403;SIERRA;AREQUIPA;CASTILLA;AYO;397;289;108;0.43;45.15;19.35;64.5;2017
20230614;5980;40404;SIERRA;AREQUIPA;CASTILLA;CHACHAS;1653;478;1175;0.43;74.67;32;106.68;2017
20230614;5981;40405;SIERRA;AREQUIPA;CASTILLA;CHILCAYMARCA;1361;772;589;0.43;120.6;51.69;172.29;2017
20230614;5982;40406;SIERRA;AREQUIPA;CASTILLA;CHOCO;974;332;642;0.43;51.87;22.23;74.09;2017
20230614;5983;40407;COSTA;AREQUIPA;CASTILLA;HUANCARQUI;1274;1051;223;0.47;178.76;76.61;255.38;2017
20230614;5984;40408;SIERRA;AREQUIPA;CASTILLA;MACHAGUAY;674;274;400;0.43;42.8;18.34;61.15;2017
20230614;5985;40409;SIERRA;AREQUIPA;CASTILLA;ORCOPAMPA;9931;8070;1861;0.41;1221.85;523.65;1745.5;2017
20230614;5986;40410;SIERRA;AREQUIPA;CASTILLA;PAMPACOLCA;2584;1473;1111;0.19;102.15;43.78;145.93;2017
20230614;5987;40411;SIERRA;AREQUIPA;CASTILLA;TIPAN;501;129;372;0.43;20.15;8.64;28.79;2017
20230614;5988;40412;SIERRA;AREQUIPA;CASTILLA;UÑON;459;330;129;0.43;51.55;22.09;73.65;2017
20230614;5989;40413;COSTA;AREQUIPA;CASTILLA;URACA;7157;2655;4502;0.31;300.41;128.75;429.16;2017
20230614;5990;40414;SIERRA;AREQUIPA;CASTILLA;VIRACO;1629;1069;560;0.43;167;71.57;238.57;2017
20230614;5991;40501;SIERRA;AREQUIPA;CAYLLOMA;CHIVAY;7986;7683;303;0.43;1205.85;516.79;1722.64;2017
20230614;5992;40502;SIERRA;AREQUIPA;CAYLLOMA;ACHOMA;860;789;71;0.43;123.26;52.82;176.08;2017
20230614;5993;40503;SIERRA;AREQUIPA;CAYLLOMA;CABANACONDE;2307;2199;108;0.43;343.53;147.23;490.75;2017
20230614;5994;40504;SIERRA;AREQUIPA;CAYLLOMA;CALLALLI;1894;803;1091;0.43;125.44;53.76;179.21;2017
20230614;5995;40505;SIERRA;AREQUIPA;CAYLLOMA;CAYLLOMA;2989;1572;1417;0.41;235.25;100.82;336.07;2017
20230614;5996;40506;SIERRA;AREQUIPA;CAYLLOMA;COPORAQUE;1525;1302;223;0.43;203.4;87.17;290.57;2017
20230614;5997;40507;SIERRA;AREQUIPA;CAYLLOMA;HUAMBO;560;332;228;0.43;51.87;22.23;74.09;2017
20230614;5998;40508;SIERRA;AREQUIPA;CAYLLOMA;HUANCA;1368;691;677;0.43;107.95;46.26;154.21;2017
20230614;5999;40509;SIERRA;AREQUIPA;CAYLLOMA;ICHUPAMPA;641;602;39;0.43;94.04;40.3;134.35;2017
20230614;6000;40510;SIERRA;AREQUIPA;CAYLLOMA;LARI;1531;1397;134;0.43;218.24;93.53;311.77;2017
20230614;6001;40511;SIERRA;AREQUIPA;CAYLLOMA;LLUTA;1240;498;742;0.43;77.8;33.34;111.14;2017
20230614;6002;40512;SIERRA;AREQUIPA;CAYLLOMA;MACA;685;680;5;0.43;106.23;45.53;151.76;2017
20230614;6003;40513;SIERRA;AREQUIPA;CAYLLOMA;MADRIGAL;458;449;9;0.43;70.14;30.06;100.2;2017
20230614;6004;40514;SIERRA;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA ;1576;508;1068;0.43;79.36;34.01;113.37;2017
20230614;6005;40515;SIERRA;AREQUIPA;CAYLLOMA;SIBAYO;648;427;221;0.43;66.71;28.59;95.29;2017
20230614;6006;40516;SIERRA;AREQUIPA;CAYLLOMA;TAPAY;517;94;423;0.43;14.68;6.29;20.98;2017
20230614;6007;40517;SIERRA;AREQUIPA;CAYLLOMA;TISCO;1373;349;1024;0.43;54.52;23.37;77.89;2017
20230614;6008;40518;SIERRA;AREQUIPA;CAYLLOMA;TUTI;730;615;115;0.43;96.08;41.18;137.25;2017
20230614;6009;40519;SIERRA;AREQUIPA;CAYLLOMA;YANQUE;2090;1779;311;0.43;277.92;119.11;397.02;2017
20230614;6010;40520;COSTA;AREQUIPA;CAYLLOMA;MAJES;68604;43092;25512;0.52;8178.86;3505.23;11684.09;2017
20230614;6011;40601;COSTA;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;3244;2507;737;0.56;512.43;219.61;732.04;2017
20230614;6012;40602;SIERRA;AREQUIPA;CONDESUYOS;ANDARAY;650;318;332;0.43;49.68;21.29;70.97;2017
20230614;6013;40603;SIERRA;AREQUIPA;CONDESUYOS;CAYARANI;3013;374;2639;0.43;58.43;25.04;83.47;2017
20230614;6014;40604;SIERRA;AREQUIPA;CONDESUYOS;CHICHAS;631;141;490;0.43;22.03;9.44;31.47;2017
20230614;6015;40605;COSTA;AREQUIPA;CONDESUYOS;IRAY;626;271;355;0.47;46.09;19.75;65.85;2017
20230614;6016;40606;SIERRA;AREQUIPA;CONDESUYOS;RIO GRANDE;2578;1931;647;0.34;239.64;102.7;342.34;2017
20230614;6017;40607;SIERRA;AREQUIPA;CONDESUYOS;SALAMANCA;832;430;402;0.43;67.17;28.79;95.96;2017
20230614;6018;40608;SIERRA;AREQUIPA;CONDESUYOS;YANAQUIHUA;5996;673;5323;0.43;105.14;45.06;150.19;2017
20230614;6019;40701;COSTA;AREQUIPA;ISLAY;MOLLENDO;21772;20650;1122;0.49;3693.25;1582.82;5276.08;2017
20230614;6020;40702;COSTA;AREQUIPA;ISLAY;COCACHACRA;8805;7123;1682;0.45;1172.97;502.7;1675.67;2017
20230614;6021;40703;COSTA;AREQUIPA;ISLAY;DEAN VALDIVIA;6631;5429;1202;0.38;753;322.72;1075.72;2017
20230614;6022;40704;COSTA;AREQUIPA;ISLAY;ISLAY;7767;7767;0;0.49;1389.13;595.34;1984.47;2017
20230614;6023;40705;COSTA;AREQUIPA;ISLAY;MEJIA;1003;606;397;0.51;112.81;48.35;161.15;2017
20230614;6024;40706;COSTA;AREQUIPA;ISLAY;PUNTA DE BOMBON;6375;6142;233;0.45;1017.79;436.2;1453.99;2017
